match_date,Season,win,score,team_name
"Saturday, 02 August",1,1,40,Jaipur Pink Panthers
"Saturday, 02 August",1,1,38,U Mumba
"Sunday, 03 August",1,1,39,Telugu Titans
"Sunday, 03 August",1,1,33,Puneri Paltan
"Monday, 04 August",1,1,44,U Mumba
"Monday, 04 August",1,1,36,Patna Pirates
"Tuesday, 05 August",1,1,45,U Mumba
"Tuesday, 05 August",1,1,40,Jaipur Pink Panthers
"Wednesday, 06 August",1,1,46,Dabang Delhi
"Thursday, 07 August",1,1,35,Patna Pirates
"Friday, 08 August",1,1,40,Bengal Warriors
"Saturday, 09 August",1,1,49,Jaipur Pink Panthers
"Sunday, 10 August",1,1,39,Jaipur Pink Panthers
"Sunday, 10 August",1,1,37,Bengaluru Bulls
"Tuesday, 12 August",1,1,42,Telugu Titans
"Wednesday, 13 August",1,1,33,Bengaluru Bulls
"Wednesday, 13 August",1,1,40,Puneri Paltan
"Thursday, 14 August",1,1,29,Dabang Delhi
"Thursday, 14 August",1,1,50,Jaipur Pink Panthers
"Friday, 15 August",1,1,36,Dabang Delhi
"Friday, 15 August",1,1,37,Patna Pirates
"Saturday, 16 August",1,1,41,Jaipur Pink Panthers
"Sunday, 17 August",1,1,52,Patna Pirates
"Sunday, 17 August",1,1,44,Telugu Titans
"Monday, 18 August",1,1,30,Bengal Warriors
"Monday, 18 August",1,1,60,Telugu Titans
"Tuesday, 19 August",1,1,45,Telugu Titans
"Wednesday, 20 August",1,1,36,Jaipur Pink Panthers
"Thursday, 21 August",1,1,36,Patna Pirates
"Friday, 22 August",1,1,41,Jaipur Pink Panthers
"Saturday, 23 August",1,1,32,Telugu Titans
"Saturday, 23 August",1,1,33,Jaipur Pink Panthers
"Sunday, 24 August",1,1,37,Bengaluru Bulls
"Sunday, 24 August",1,1,37,U Mumba
"Monday, 25 August",1,1,45,Dabang Delhi
"Monday, 25 August",1,1,33,Patna Pirates
"Tuesday, 26 August",1,1,27,Bengaluru Bulls
"Wednesday, 27 August",1,1,36,U Mumba
"Wednesday, 27 August",1,1,30,Bengaluru Bulls
"Friday, 29 August",1,1,38,Jaipur Pink Panthers
"Friday, 29 August",1,1,27,U Mumba
"Sunday, 31 August",1,1,29,Patna Pirates
"Sunday, 31 August",1,1,35,Jaipur Pink Panthers
"Saturday, 18 July",2,1,29,U Mumba
"Saturday, 18 July",2,1,33,Bengaluru Bulls
"Sunday, 19 July",2,1,36,Telugu Titans
"Sunday, 19 July",2,1,36,U Mumba
"Monday, 20 July",2,1,45,Telugu Titans
"Monday, 20 July",2,1,25,U Mumba
"Tuesday, 21 July",2,1,28,U Mumba
"Wednesday, 22 July",2,1,28,Bengal Warriors
"Wednesday, 22 July",2,1,31,Bengaluru Bulls
"Thursday, 23 July",2,1,32,Telugu Titans
"Friday, 24 July",2,1,38,Dabang Delhi
"Friday, 24 July",2,1,29,U Mumba
"Saturday, 25 July",2,1,31,Bengaluru Bulls
"Saturday, 25 July",2,1,32,Dabang Delhi
"Sunday, 26 July",2,1,29,Patna Pirates
"Sunday, 26 July",2,1,27,U Mumba
"Monday, 27 July",2,1,33,Bengaluru Bulls
"Monday, 27 July",2,1,33,Telugu Titans
"Tuesday, 28 July",2,1,36,Jaipur Pink Panthers
"Wednesday, 29 July",2,1,33,Puneri Paltan
"Wednesday, 29 July",2,1,35,Dabang Delhi
"Thursday, 30 July",2,1,34,Telugu Titans
"Friday, 31 July",2,1,35,Bengaluru Bulls
"Friday, 31 July",2,1,39,Patna Pirates
"Saturday, 01 August",2,1,27,U Mumba
"Saturday, 01 August",2,1,32,Patna Pirates
"Sunday, 02 August",2,1,35,Jaipur Pink Panthers
"Tuesday, 04 August",2,1,29,U Mumba
"Wednesday, 05 August",2,1,44,Telugu Titans
"Thursday, 06 August",2,1,33,Bengaluru Bulls
"Thursday, 06 August",2,1,54,Telugu Titans
"Friday, 07 August",2,1,35,Jaipur Pink Panthers
"Saturday, 08 August",2,1,20,Bengal Warriors
"Saturday, 08 August",2,1,30,Patna Pirates
"Sunday, 09 August",2,1,31,U Mumba
"Sunday, 09 August",2,1,45,Dabang Delhi
"Monday, 10 August",2,1,51,Jaipur Pink Panthers
"Tuesday, 11 August",2,1,31,Jaipur Pink Panthers
"Wednesday, 12 August",2,1,36,U Mumba
"Thursday, 13 August",2,1,31,Bengal Warriors
"Thursday, 13 August",2,1,27,Jaipur Pink Panthers
"Friday, 14 August",2,1,34,Patna Pirates
"Friday, 14 August",2,1,40,Bengaluru Bulls
"Saturday, 15 August",2,1,32,U Mumba
"Saturday, 15 August",2,1,43,Bengaluru Bulls
"Sunday, 16 August",2,1,33,Puneri Paltan
"Sunday, 16 August",2,1,39,Bengal Warriors
"Monday, 17 August",2,1,39,U Mumba
"Tuesday, 18 August",2,1,46,Telugu Titans
"Tuesday, 18 August",2,1,38,Patna Pirates
"Wednesday, 19 August",2,1,26,Patna Pirates
"Wednesday, 19 August",2,1,31,Bengaluru Bulls
"Friday, 21 August",2,1,39,Bengaluru Bulls
"Friday, 21 August",2,1,35,U Mumba
"Sunday, 23 August",2,1,34,Telugu Titans
"Sunday, 23 August",2,1,36,U Mumba
"Saturday, 30 January",3,1,27,U Mumba
"Saturday, 30 January",3,1,35,Bengaluru Bulls
"Sunday, 31 January",3,1,27,Jaipur Pink Panthers
"Sunday, 31 January",3,1,27,Telugu Titans
"Monday, 01 February",3,1,29,Patna Pirates
"Monday, 01 February",3,1,45,Telugu Titans
"Tuesday, 02 February",3,1,25,Bengal Warriors
"Wednesday, 03 February",3,1,33,Patna Pirates
"Wednesday, 03 February",3,1,38,Puneri Paltan
"Thursday, 04 February",3,1,34,Bengal Warriors
"Friday, 05 February",3,1,30,U Mumba
"Friday, 05 February",3,1,36,Bengaluru Bulls
"Saturday, 06 February",3,1,40,Patna Pirates
"Saturday, 06 February",3,1,35,Telugu Titans
"Sunday, 07 February",3,1,33,Bengal Warriors
"Sunday, 07 February",3,1,39,Jaipur Pink Panthers
"Monday, 08 February",3,1,29,Patna Pirates
"Monday, 08 February",3,1,34,Bengal Warriors
"Tuesday, 09 February",3,1,36,Patna Pirates
"Wednesday, 10 February",3,1,29,U Mumba
"Wednesday, 10 February",3,1,34,Bengal Warriors
"Friday, 12 February",3,1,47,Patna Pirates
"Saturday, 13 February",3,1,27,Telugu Titans
"Saturday, 13 February",3,1,29,U Mumba
"Sunday, 14 February",3,1,32,U Mumba
"Sunday, 14 February",3,1,29,Puneri Paltan
"Tuesday, 16 February",3,1,32,Patna Pirates
"Tuesday, 16 February",3,1,35,Jaipur Pink Panthers
"Wednesday, 17 February",3,1,36,Patna Pirates
"Thursday, 18 February",3,1,35,Dabang Delhi
"Friday, 19 February",3,1,32,Bengal Warriors
"Friday, 19 February",3,1,34,U Mumba
"Saturday, 20 February",3,1,30,Jaipur Pink Panthers
"Saturday, 20 February",3,1,32,Puneri Paltan
"Sunday, 21 February",3,1,40,Telugu Titans
"Sunday, 21 February",3,1,33,Puneri Paltan
"Monday, 22 February",3,1,34,Bengal Warriors
"Tuesday, 23 February",3,1,30,U Mumba
"Tuesday, 23 February",3,1,47,Patna Pirates
"Wednesday, 24 February",3,1,44,Telugu Titans
"Thursday, 25 February",3,1,39,U Mumba
"Thursday, 25 February",3,1,67,Patna Pirates
"Friday, 26 February",3,1,41,Puneri Paltan
"Saturday, 27 February",3,1,44,Puneri Paltan
"Saturday, 27 February",3,1,37,Bengal Warriors
"Sunday, 28 February",3,1,35,U Mumba
"Sunday, 28 February",3,1,42,Telugu Titans
"Monday, 29 February",3,1,30,U Mumba
"Tuesday, 01 March",3,1,26,Bengal Warriors
"Tuesday, 01 March",3,1,38,U Mumba
"Wednesday, 02 March",3,1,43,Puneri Paltan
"Wednesday, 02 March",3,1,36,U Mumba
"Friday, 04 March",3,1,40,Patna Pirates
"Friday, 04 March",3,1,41,U Mumba
"Saturday, 05 March",3,1,31,Puneri Paltan
"Saturday, 05 March",3,1,31,Patna Pirates
"Saturday, 25 June",4,1,28,Puneri Paltan
"Saturday, 25 June",4,1,36,U Mumba
"Sunday, 26 June",4,1,24,Bengaluru Bulls
"Sunday, 26 June",4,1,41,Puneri Paltan
"Monday, 27 June",4,1,31,Bengal Warriors
"Monday, 27 June",4,1,30,Patna Pirates
"Wednesday, 29 June",4,1,28,Jaipur Pink Panthers
"Wednesday, 29 June",4,1,36,Patna Pirates
"Friday, 01 July",4,1,27,U Mumba
"Friday, 01 July",4,1,36,Jaipur Pink Panthers
"Saturday, 02 July",4,1,32,Dabang Delhi K.C.
"Saturday, 02 July",4,1,33,Puneri Paltan
"Sunday, 03 July",4,1,35,Patna Pirates
"Sunday, 03 July",4,1,26,U Mumba
"Monday, 04 July",4,1,29,Bengaluru Bulls
"Monday, 04 July",4,1,35,Telugu Titans
"Tuesday, 05 July",4,1,30,Bengaluru Bulls
"Wednesday, 06 July",4,1,51,Jaipur Pink Panthers
"Wednesday, 06 July",4,1,35,Telugu Titans
"Thursday, 07 July",4,1,31,Patna Pirates
"Friday, 08 July",4,1,24,U Mumba
"Friday, 08 July",4,1,35,Patna Pirates
"Saturday, 09 July",4,1,38,Puneri Paltan
"Saturday, 09 July",4,1,33,Dabang Delhi K.C.
"Sunday, 10 July",4,1,28,Telugu Titans
"Sunday, 10 July",4,1,26,Jaipur Pink Panthers
"Tuesday, 12 July",4,1,32,Telugu Titans
"Wednesday, 13 July",4,1,24,Jaipur Pink Panthers
"Thursday, 14 July",4,1,29,U Mumba
"Thursday, 14 July",4,1,38,Patna Pirates
"Friday, 15 July",4,1,32,Telugu Titans
"Friday, 15 July",4,1,40,Dabang Delhi K.C.
"Saturday, 16 July",4,1,32,Bengal Warriors
"Saturday, 16 July",4,1,34,Patna Pirates
"Sunday, 17 July",4,1,33,Jaipur Pink Panthers
"Sunday, 17 July",4,1,33,Patna Pirates
"Tuesday, 19 July",4,1,36,Telugu Titans
"Tuesday, 19 July",4,1,27,Bengaluru Bulls
"Wednesday, 20 July",4,1,34,U Mumba
"Thursday, 21 July",4,1,24,Jaipur Pink Panthers
"Friday, 22 July",4,1,29,Jaipur Pink Panthers
"Friday, 22 July",4,1,31,Bengal Warriors
"Saturday, 23 July",4,1,31,Patna Pirates
"Saturday, 23 July",4,1,28,Bengaluru Bulls
"Sunday, 24 July",4,1,41,Dabang Delhi K.C.
"Sunday, 24 July",4,1,35,Telugu Titans
"Monday, 25 July",4,1,32,Patna Pirates
"Tuesday, 26 July",4,1,46,Telugu Titans
"Tuesday, 26 July",4,1,39,Puneri Paltan
"Wednesday, 27 July",4,1,36,Puneri Paltan
"Wednesday, 27 July",4,1,38,U Mumba
"Friday, 29 July",4,1,37,Patna Pirates
"Friday, 29 July",4,1,34,Jaipur Pink Panthers
"Sunday, 31 July",4,1,40,Puneri Paltan
"Sunday, 31 July",4,1,37,Patna Pirates
"Friday, 28 July",5,1,33,Puneri Paltan
"Saturday, 29 July",5,1,30,Dabang Delhi K.C.
"Saturday, 29 July",5,1,35,Patna Pirates
"Sunday, 30 July",5,1,29,U Mumba
"Sunday, 30 July",5,1,31,Bengaluru Bulls
"Tuesday, 01 August",5,1,26,Gujarat Fortunegiants
"Tuesday, 01 August",5,1,31,U.P. Yoddha
"Wednesday, 02 August",5,1,30,Bengal Warriors
"Thursday, 03 August",5,1,43,Patna Pirates
"Friday, 04 August",5,1,32,Bengaluru Bulls
"Friday, 04 August",5,1,26,Puneri Paltan
"Saturday, 05 August",5,1,36,U Mumba
"Saturday, 05 August",5,1,32,U.P. Yoddha
"Sunday, 06 August",5,1,40,Bengal Warriors
"Sunday, 06 August",5,1,46,Patna Pirates
"Tuesday, 08 August",5,1,32,Haryana Steelers
"Wednesday, 09 August",5,1,31,Bengaluru Bulls
"Thursday, 10 August",5,1,30,Jaipur Pink Panthers
"Thursday, 10 August",5,1,29,Tamil Thalaivas
"Friday, 11 August",5,1,39,Gujarat Fortunegiants
"Saturday, 12 August",5,1,39,U.P. Yoddha
"Saturday, 12 August",5,1,29,Gujarat Fortunegiants
"Sunday, 13 August",5,1,27,Gujarat Fortunegiants
"Tuesday, 15 August",5,1,34,Puneri Paltan
"Tuesday, 15 August",5,1,27,Gujarat Fortunegiants
"Wednesday, 16 August",5,1,29,Gujarat Fortunegiants
"Thursday, 17 August",5,1,30,Dabang Delhi K.C.
"Friday, 18 August",5,1,37,U Mumba
"Friday, 18 August",5,1,30,Jaipur Pink Panthers
"Saturday, 19 August",5,1,37,Telugu Titans
"Saturday, 19 August",5,1,36,Haryana Steelers
"Sunday, 20 August",5,1,47,Puneri Paltan
"Sunday, 20 August",5,1,24,Jaipur Pink Panthers
"Tuesday, 22 August",5,1,35,Gujarat Fortunegiants
"Tuesday, 22 August",5,1,32,Bengal Warriors
"Wednesday, 23 August",5,1,27,Haryana Steelers
"Thursday, 24 August",5,1,25,U.P. Yoddha
"Friday, 25 August",5,1,39,Jaipur Pink Panthers
"Saturday, 26 August",5,1,35,Patna Pirates
"Saturday, 26 August",5,1,26,Puneri Paltan
"Sunday, 27 August",5,1,32,Bengal Warriors
"Sunday, 27 August",5,1,33,Dabang Delhi K.C.
"Wednesday, 30 August",5,1,38,U Mumba
"Thursday, 31 August",5,1,33,Telugu Titans
"Thursday, 31 August",5,1,36,U Mumba
"Friday, 01 September",5,1,41,Bengal Warriors
"Saturday, 02 September",5,1,42,Haryana Steelers
"Sunday, 03 September",5,1,31,Jaipur Pink Panthers
"Sunday, 03 September",5,1,29,Bengal Warriors
"Tuesday, 05 September",5,1,47,Patna Pirates
"Tuesday, 05 September",5,1,36,Haryana Steelers
"Wednesday, 06 September",5,1,38,Dabang Delhi K.C.
"Wednesday, 06 September",5,1,37,U Mumba
"Thursday, 07 September",5,1,42,Puneri Paltan
"Saturday, 09 September",5,1,51,U Mumba
"Saturday, 09 September",5,1,38,Haryana Steelers
"Sunday, 10 September",5,1,24,Bengaluru Bulls
"Sunday, 10 September",5,1,37,Telugu Titans
"Tuesday, 12 September",5,1,32,Bengal Warriors
"Tuesday, 12 September",5,1,27,Haryana Steelers
"Wednesday, 13 September",5,1,34,Tamil Thalaivas
"Wednesday, 13 September",5,1,38,Puneri Paltan
"Friday, 15 September",5,1,46,Patna Pirates
"Friday, 15 September",5,1,39,Gujarat Fortunegiants
"Saturday, 16 September",5,1,45,Patna Pirates
"Sunday, 17 September",5,1,36,Jaipur Pink Panthers
"Tuesday, 19 September",5,1,37,Puneri Paltan
"Tuesday, 19 September",5,1,36,Patna Pirates
"Wednesday, 20 September",5,1,45,Gujarat Fortunegiants
"Wednesday, 20 September",5,1,41,Patna Pirates
"Thursday, 21 September",5,1,30,Haryana Steelers
"Thursday, 21 September",5,1,46,U.P. Yoddha
"Friday, 22 September",5,1,30,U Mumba
"Saturday, 23 September",5,1,33,Bengal Warriors
"Saturday, 23 September",5,1,34,Puneri Paltan
"Sunday, 24 September",5,1,33,Tamil Thalaivas
"Sunday, 24 September",5,1,42,Haryana Steelers
"Tuesday, 26 September",5,1,35,Tamil Thalaivas
"Tuesday, 26 September",5,1,36,Patna Pirates
"Wednesday, 27 September",5,1,41,Telugu Titans
"Wednesday, 27 September",5,1,45,U.P. Yoddha
"Thursday, 28 September",5,1,42,U Mumba
"Thursday, 28 September",5,1,44,Telugu Titans
"Friday, 29 September",5,1,33,Puneri Paltan
"Friday, 29 September",5,1,30,Gujarat Fortunegiants
"Saturday, 30 September",5,1,34,Puneri Paltan
"Saturday, 30 September",5,1,27,Jaipur Pink Panthers
"Sunday, 01 October",5,1,32,Bengal Warriors
"Sunday, 01 October",5,1,33,U Mumba
"Tuesday, 03 October",5,1,42,Gujarat Fortunegiants
"Tuesday, 03 October",5,1,58,Telugu Titans
"Wednesday, 04 October",5,1,41,Haryana Steelers
"Wednesday, 04 October",5,1,37,U.P. Yoddha
"Thursday, 05 October",5,1,45,Bengaluru Bulls
"Friday, 06 October",5,1,29,Gujarat Fortunegiants
"Friday, 06 October",5,1,25,Bengal Warriors
"Saturday, 07 October",5,1,32,Haryana Steelers
"Saturday, 07 October",5,1,36,Jaipur Pink Panthers
"Sunday, 08 October",5,1,33,Gujarat Fortunegiants
"Sunday, 08 October",5,1,38,Puneri Paltan
"Tuesday, 10 October",5,1,38,Tamil Thalaivas
"Tuesday, 10 October",5,1,35,Dabang Delhi K.C.
"Wednesday, 11 October",5,1,35,Bengaluru Bulls
"Wednesday, 11 October",5,1,37,Haryana Steelers
"Thursday, 12 October",5,1,53,U.P. Yoddha
"Friday, 13 October",5,1,44,Gujarat Fortunegiants
"Friday, 13 October",5,1,34,Bengal Warriors
"Saturday, 14 October",5,1,40,Tamil Thalaivas
"Saturday, 14 October",5,1,43,Puneri Paltan
"Sunday, 15 October",5,1,38,Bengaluru Bulls
"Sunday, 15 October",5,1,34,Puneri Paltan
"Tuesday, 17 October",5,1,64,Bengaluru Bulls
"Tuesday, 17 October",5,1,31,Haryana Steelers
"Wednesday, 18 October",5,1,38,Puneri Paltan
"Friday, 20 October",5,1,23,Gujarat Fortunegiants
"Monday, 23 October",5,1,40,Puneri Paltan
"Monday, 23 October",5,1,69,Patna Pirates
"Tuesday, 24 October",5,1,42,Gujarat Fortunegiants
"Tuesday, 24 October",5,1,42,Patna Pirates
"Thursday, 26 October",5,1,47,Patna Pirates
"Saturday, 28 October",5,1,55,Patna Pirates
"Sunday, 07 October",6,1,42,Tamil Thalaivas
"Monday, 08 October",6,1,34,Puneri Paltan
"Monday, 08 October",6,1,37,U.P. Yoddha
"Tuesday, 09 October",6,1,33,Telugu Titans
"Wednesday, 10 October",6,1,39,U Mumba
"Wednesday, 10 October",6,1,48,Bengaluru Bulls
"Thursday, 11 October",6,1,43,Patna Pirates
"Thursday, 11 October",6,1,36,Bengal Warriors
"Friday, 12 October",6,1,32,Haryana Steelers
"Friday, 12 October",6,1,41,Dabang Delhi K.C.
"Saturday, 13 October",6,1,34,Telugu Titans
"Saturday, 13 October",6,1,53,U Mumba
"Sunday, 14 October",6,1,43,Patna Pirates
"Sunday, 14 October",6,1,45,Puneri Paltan
"Tuesday, 16 October",6,1,30,Bengal Warriors
"Tuesday, 16 October",6,1,36,Jaipur Pink Panthers
"Wednesday, 17 October",6,1,44,Bengaluru Bulls
"Wednesday, 17 October",6,1,42,U Mumba
"Thursday, 18 October",6,1,34,Haryana Steelers
"Thursday, 18 October",6,1,34,Gujarat Fortunegiants
"Friday, 19 October",6,1,35,Telugu Titans
"Friday, 19 October",6,1,29,Puneri Paltan
"Saturday, 20 October",6,1,33,Puneri Paltan
"Sunday, 21 October",6,1,39,Dabang Delhi K.C.
"Sunday, 21 October",6,1,27,Puneri Paltan
"Tuesday, 23 October",6,1,41,U Mumba
"Tuesday, 23 October",6,1,36,Tamil Thalaivas
"Wednesday, 24 October",6,1,42,Bengaluru Bulls
"Wednesday, 24 October",6,1,29,U.P. Yoddha
"Friday, 26 October",6,1,41,Patna Pirates
"Friday, 26 October",6,1,36,Gujarat Fortunegiants
"Saturday, 27 October",6,1,39,Bengal Warriors
"Saturday, 27 October",6,1,40,U Mumba
"Sunday, 28 October",6,1,38,U.P. Yoddha
"Sunday, 28 October",6,1,43,Haryana Steelers
"Tuesday, 30 October",6,1,37,Gujarat Fortunegiants
"Tuesday, 30 October",6,1,53,Telugu Titans
"Wednesday, 31 October",6,1,31,Puneri Paltan
"Wednesday, 31 October",6,1,43,Bengaluru Bulls
"Thursday, 01 November",6,1,29,Patna Pirates
"Friday, 02 November",6,1,46,Tamil Thalaivas
"Friday, 02 November",6,1,36,Gujarat Fortunegiants
"Saturday, 03 November",6,1,31,U Mumba
"Saturday, 03 November",6,1,35,Bengaluru Bulls
"Sunday, 04 November",6,1,45,Gujarat Fortunegiants
"Tuesday, 06 November",6,1,38,Jaipur Pink Panthers
"Thursday, 08 November",6,1,39,Dabang Delhi K.C.
"Thursday, 08 November",6,1,37,Bengaluru Bulls
"Friday, 09 November",6,1,48,U Mumba
"Friday, 09 November",6,1,30,Bengal Warriors
"Saturday, 10 November",6,1,50,Patna Pirates
"Saturday, 10 November",6,1,38,Gujarat Fortunegiants
"Sunday, 11 November",6,1,40,Dabang Delhi K.C.
"Sunday, 11 November",6,1,35,Haryana Steelers
"Tuesday, 13 November",6,1,28,Telugu Titans
"Tuesday, 13 November",6,1,41,U Mumba
"Wednesday, 14 November",6,1,32,U Mumba
"Thursday, 15 November",6,1,38,Patna Pirates
"Thursday, 15 November",6,1,36,U Mumba
"Friday, 16 November",6,1,35,Gujarat Fortunegiants
"Friday, 16 November",6,1,45,Jaipur Pink Panthers
"Saturday, 17 November",6,1,26,Bengal Warriors
"Sunday, 18 November",6,1,45,Bengaluru Bulls
"Sunday, 18 November",6,1,37,Gujarat Fortunegiants
"Tuesday, 20 November",6,1,27,Tamil Thalaivas
"Tuesday, 20 November",6,1,29,Dabang Delhi K.C.
"Wednesday, 21 November",6,1,45,Patna Pirates
"Wednesday, 21 November",6,1,39,Gujarat Fortunegiants
"Thursday, 22 November",6,1,40,Gujarat Fortunegiants
"Friday, 23 November",6,1,33,Bengal Warriors
"Saturday, 24 November",6,1,39,U Mumba
"Saturday, 24 November",6,1,36,Bengaluru Bulls
"Sunday, 25 November",6,1,34,Haryana Steelers
"Sunday, 25 November",6,1,35,Patna Pirates
"Monday, 26 November",6,1,31,Tamil Thalaivas
"Monday, 26 November",6,1,37,Bengaluru Bulls
"Wednesday, 28 November",6,1,35,Puneri Paltan
"Wednesday, 28 November",6,1,34,Bengaluru Bulls
"Thursday, 29 November",6,1,35,Gujarat Fortunegiants
"Thursday, 29 November",6,1,44,Bengal Warriors
"Friday, 30 November",6,1,48,Dabang Delhi K.C.
"Saturday, 01 December",6,1,41,U Mumba
"Sunday, 02 December",6,1,36,U Mumba
"Sunday, 02 December",6,1,35,Dabang Delhi K.C.
"Tuesday, 04 December",6,1,45,Gujarat Fortunegiants
"Tuesday, 04 December",6,1,34,Dabang Delhi K.C.
"Wednesday, 05 December",6,1,35,Haryana Steelers
"Wednesday, 05 December",6,1,32,Dabang Delhi K.C.
"Thursday, 06 December",6,1,30,U.P. Yoddha
"Thursday, 06 December",6,1,37,Dabang Delhi K.C.
"Friday, 07 December",6,1,29,Gujarat Fortunegiants
"Friday, 07 December",6,1,53,Patna Pirates
"Saturday, 08 December",6,1,31,U Mumba
"Saturday, 08 December",6,1,36,Telugu Titans
"Sunday, 09 December",6,1,37,Jaipur Pink Panthers
"Sunday, 09 December",6,1,35,Telugu Titans
"Tuesday, 11 December",6,1,44,U Mumba
"Tuesday, 11 December",6,1,27,U.P. Yoddha
"Wednesday, 12 December",6,1,47,Gujarat Fortunegiants
"Wednesday, 12 December",6,1,37,Bengaluru Bulls
"Thursday, 13 December",6,1,41,Telugu Titans
"Friday, 14 December",6,1,36,Jaipur Pink Panthers
"Friday, 14 December",6,1,28,Bengal Warriors
"Sunday, 16 December",6,1,47,U.P. Yoddha
"Sunday, 16 December",6,1,34,Gujarat Fortunegiants
"Tuesday, 18 December",6,1,44,Bengaluru Bulls
"Tuesday, 18 December",6,1,39,Jaipur Pink Panthers
"Wednesday, 19 December",6,1,33,Gujarat Fortunegiants
"Friday, 21 December",6,1,27,Bengal Warriors
"Friday, 21 December",6,1,35,Puneri Paltan
"Saturday, 22 December",6,1,34,U.P. Yoddha
"Saturday, 22 December",6,1,39,Bengal Warriors
"Sunday, 23 December",6,1,37,Dabang Delhi K.C.
"Tuesday, 25 December",6,1,39,Bengal Warriors
"Wednesday, 26 December",6,1,37,Gujarat Fortunegiants
"Wednesday, 26 December",6,1,37,Bengal Warriors
"Thursday, 27 December",6,1,40,Bengaluru Bulls
"Thursday, 27 December",6,1,41,U.P. Yoddha
"Sunday, 30 December",6,1,34,U.P. Yoddha
"Sunday, 30 December",6,1,39,Dabang Delhi K.C.
"Monday, 31 December",6,1,41,Bengaluru Bulls
"Monday, 31 December",6,1,45,U.P. Yoddha
"Thursday, 03 January",6,1,38,Gujarat Fortunegiants
"Saturday, 05 January",6,1,38,Bengaluru Bulls
"Sunday, 01 September",7,1,32,U.P. Yoddha
"Sunday, 01 September",7,1,33,Bengaluru Bulls
"Monday, 02 September",7,1,41,Haryana Steelers
"Monday, 02 September",7,1,35,Telugu Titans
"Wednesday, 04 September",7,1,46,Dabang Delhi K.C.
"Wednesday, 04 September",7,1,40,Bengaluru Bulls
"Friday, 06 September",7,1,41,U.P. Yoddha
"Friday, 06 September",7,1,40,Bengaluru Bulls
"Saturday, 07 September",7,1,47,Haryana Steelers
"Sunday, 08 September",7,1,50,Dabang Delhi K.C.
"Sunday, 08 September",7,1,42,Bengal Warriors
"Monday, 09 September",7,1,33,U.P. Yoddha
"Monday, 09 September",7,1,51,Patna Pirates
"Tuesday, 10 September",7,1,41,U Mumba
"Wednesday, 11 September",7,1,29,Bengal Warriors
"Thursday, 12 September",7,1,36,Patna Pirates
"Thursday, 12 September",7,1,42,Bengal Warriors
"Saturday, 14 September",7,1,43,Puneri Paltan
"Saturday, 14 September",7,1,43,Haryana Steelers
"Sunday, 15 September",7,1,34,Dabang Delhi K.C.
"Sunday, 15 September",7,1,55,Patna Pirates
"Monday, 16 September",7,1,38,U.P. Yoddha
"Monday, 16 September",7,1,37,Dabang Delhi K.C.
"Wednesday, 18 September",7,1,39,U Mumba
"Thursday, 19 September",7,1,48,Bengal Warriors
"Friday, 20 September",7,1,42,Puneri Paltan
"Saturday, 21 September",7,1,42,U.P. Yoddha
"Sunday, 22 September",7,1,31,U Mumba
"Sunday, 22 September",7,1,41,Bengal Warriors
"Monday, 23 September",7,1,39,Haryana Steelers
"Wednesday, 25 September",7,1,40,Bengal Warriors
"Wednesday, 25 September",7,1,43,Jaipur Pink Panthers
"Thursday, 26 September",7,1,43,Dabang Delhi K.C.
"Friday, 27 September",7,1,35,Bengaluru Bulls
"Friday, 27 September",7,1,51,Telugu Titans
"Saturday, 28 September",7,1,37,U.P. Yoddha
"Saturday, 28 September",7,1,50,Gujarat Fortunegiants
"Sunday, 29 September",7,1,60,Dabang Delhi K.C.
"Sunday, 29 September",7,1,38,Haryana Steelers
"Monday, 30 September",7,1,42,Bengal Warriors
"Monday, 30 September",7,1,36,U Mumba
